original_archive	original_filename	extracted_path	sha256	module	semester	material_type	academic_year	source	provenance	classification_confidence	organized_location	duplicate_status	duplicate_of	content_status	notes	subtopic	integration_status	canonical_info
L1---informatique-part-02.zip	L1---informatique/Algbre 1.pdf	extracted/L1---informatique-part-02/L1---informatique/Algbre 1.pdf	72707ec502c4cd4c6c80e1fc75cd9287bd7572b36a52192cf5a93141c4273b19	S2/Logique-mathematique	S2	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Logique-mathematique/Cours/Algbre 1.pdf	NEW		pdf_parsed (113p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	théorie-des-ensembles	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/Solution-Examen1 Analyse 1 MI-L1 Jijel.pdf	extracted/L1---informatique-part-02/L1---informatique/Solution-Examen1 Analyse 1 MI-L1 Jijel.pdf	01bcbdc43d2c9e357e2f2dc315effddc77ae581bce6d6d3bcfa6aa2f3c470624	S1/Analyse-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Solution-Examen1 Analyse 1 MI-L1 Jijel.pdf	NEW		PDF_NO_TEXT_LAYER (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/examen d'analyse1 avec corrigé 2021-2022 (2).pdf	extracted/L1---informatique-part-02/L1---informatique/examen d'analyse1 avec corrigé 2021-2022 (2).pdf	571e087c1127c962f6ed9643f0a02a657530158cac50fee159ac9444c7ee9438	S1/Analyse-1	S1	EXAM_CORRECTION	2021-2022	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-02.zip/extracted/L1---informatique-part-02/L1---informatique/examen_danalyse1_avec_corrige_2021-2022.pdf	PDF_NO_TEXT_LAYER (5p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/examen_danalyse1_avec_corrige_2021-2022.pdf
L1---informatique-part-02.zip	L1---informatique/livre-analyse-1-1.pdf	extracted/L1---informatique-part-02/L1---informatique/livre-analyse-1-1.pdf	75deb2e82eb77d1deb2fd6b7d1c788d0bb6d5edc7c4697cf17c60fbcf5039a61	S1/Analyse-1	S1	TD	2019-2020	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/TD/livre-analyse-1-1.pdf	NEW		pdf_parsed (85p)		continuité	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/Série TD1(2) ASD.pdf	extracted/L1---informatique-part-02/L1---informatique/Série TD1(2) ASD.pdf	545b5e89817173fe011e377f5b7bf29a587077edd767a3f60540672774e4f333	S1/Algorithmique-ASD-1	S1	TD	2016-2017	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/TD/Série TD1(2) ASD.pdf	NEW		pdf_parsed (4p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/Série 2-1.pdf	extracted/L1---informatique-part-02/L1---informatique/Série 2-1.pdf	a0b4595fd449665b660a84b86c654f70b7ca204ea56df029cd20362510360eb1	UNCLASSIFIED	UNCLASSIFIED	EXERCISES	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Série 2-1.pdf	NEW		PDF_NO_TEXT_LAYER (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/exam_alg_2020.pdf	extracted/L1---informatique-part-02/L1---informatique/exam_alg_2020.pdf	9052ceb489388ea5dd50871b13ee6a1962c00a53a8262f46c6487a93b97f047c	S1/Algorithmique-ASD-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Cours/exam_alg_2020.pdf	NEW		pdf_parsed (3p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/examen d'analyse1 avec corrigé 2021-2022 (1).pdf	extracted/L1---informatique-part-02/L1---informatique/examen d'analyse1 avec corrigé 2021-2022 (1).pdf	571e087c1127c962f6ed9643f0a02a657530158cac50fee159ac9444c7ee9438	S1/Analyse-1	S1	EXAM_CORRECTION	2021-2022	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-02.zip/extracted/L1---informatique-part-02/L1---informatique/examen_danalyse1_avec_corrige_2021-2022.pdf	PDF_NO_TEXT_LAYER (5p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/examen_danalyse1_avec_corrige_2021-2022.pdf
L1---informatique-part-02.zip	L1---informatique/3- Reading & Writing.pdf	extracted/L1---informatique-part-02/L1---informatique/3- Reading & Writing.pdf	4dfa92406eb564ebc5470d1149967444137e2e53f9ac56ac9f65237df660fc26	S1/Algorithmique-ASD-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/Autres/3- Reading & Writing.pdf	NEW		pdf_parsed (8p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/Examen 3 analyse 1+ solution.PDF	extracted/L1---informatique-part-02/L1---informatique/Examen 3 analyse 1+ solution.PDF	273adbef1214f507494048a8aca475cf07660cde28000ebf06cb64cb7759f123	S1/Analyse-1	S1	EXAM	2016-2017	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Analyse-1/Examens/Examen 3 analyse 1+ solution.PDF	NEW		pdf_parsed (4p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/intérrogation d'analyse1 avec corrigé 2014-2015.pdf	extracted/L1---informatique-part-02/L1---informatique/intérrogation d'analyse1 avec corrigé 2014-2015.pdf	a5299f13fc3ca859782261b28834ea3db9495a34d911bf1fb3ae4c6598620317	S1/Analyse-1	S1	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Corriges/intérrogation d'analyse1 avec corrigé 2014-2015.pdf	NEW		PDF_NO_TEXT_LAYER (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/examen d'analyse1 avec corrigé 2021-2022.pdf	extracted/L1---informatique-part-02/L1---informatique/examen d'analyse1 avec corrigé 2021-2022.pdf	571e087c1127c962f6ed9643f0a02a657530158cac50fee159ac9444c7ee9438	S1/Analyse-1	S1	EXAM_CORRECTION	2021-2022	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-02.zip/extracted/L1---informatique-part-02/L1---informatique/examen_danalyse1_avec_corrige_2021-2022.pdf	PDF_NO_TEXT_LAYER (5p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/examen_danalyse1_avec_corrige_2021-2022.pdf
L1---informatique-part-02.zip	L1---informatique/Analyse - Chapitre 1_Ensemble des nombres réels.pdf	extracted/L1---informatique-part-02/L1---informatique/Analyse - Chapitre 1_Ensemble des nombres réels.pdf	1243f61277a5fc50e845e85b350b99d86bebe5761354cfcb19d2fead1ddcb714	S1/Histoire	S1	CHAPTER	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Histoire/Cours/Analyse - Chapitre 1_Ensemble des nombres réels.pdf	NEW		pdf_parsed (51p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/résumer chapitre 2 analyse  real sequences .pdf	extracted/L1---informatique-part-02/L1---informatique/résumer chapitre 2 analyse  real sequences .pdf	8ad4686683fe6fb827ba0a62c5bd71002c7525d2239be7086e7f2e5ab8b3e2cf	UNCLASSIFIED	UNCLASSIFIED	SUMMARY	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/résumer chapitre 2 analyse  real sequences .pdf	NEW		PDF_NO_TEXT_LAYER (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/ANNEXE BASIC ELEMENTS OF C LANGUAGE (1).pptx.pdf	extracted/L1---informatique-part-02/L1---informatique/ANNEXE BASIC ELEMENTS OF C LANGUAGE (1).pptx.pdf	1523b64764b0e6c98feede9a230698f4020f1f8a9e37a4e5b9641feda2b7c5d0	S1/Algorithmique-ASD-1	S1	LECTURE	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Cours/ANNEXE BASIC ELEMENTS OF C LANGUAGE (1).pptx.pdf	NEW		pdf_parsed (35p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/1_Chapter 4_One-dimensional array (1).pdf	extracted/L1---informatique-part-02/L1---informatique/1_Chapter 4_One-dimensional array (1).pdf	dc7f75e0736cba8f83f237709fb17b4209374b0fab4c17c8c9a61c017ae22b45	S2/Algebre-2	S2	CHAPTER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Algebre-2/Cours/1_Chapter 4_One-dimensional array (1).pdf	NEW		pdf_parsed (8p)		espaces-vectoriels	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/Chapter 2_Conditional structures (1).pdf	extracted/L1---informatique-part-02/L1---informatique/Chapter 2_Conditional structures (1).pdf	d07cc13e84182165136a9bfa1c511ee1936bb414a838fedc3292286b516e1900	S1/Algorithmique-ASD-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Examens/Chapter 2_Conditional structures (1).pdf	NEW		pdf_parsed (7p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-02.zip	L1---informatique/2-Basic Data Types , Variables & Constants.pdf	extracted/L1---informatique-part-02/L1---informatique/2-Basic Data Types , Variables & Constants.pdf	434e745d99965a71474a7afa3e2ecfb05dd8f171cc8cef44fb0021fece5144ab	S1/Algorithmique-ASD-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/Autres/2-Basic Data Types , Variables & Constants.pdf	NEW		pdf_parsed (12p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Cours7.pdf	extracted/L1---informatique-part-03/L1---informatique/Cours7.pdf	522b75b4d156d00cd260349828861697375018df32564f94f9f396cfb6b7194a	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Cours/Cours7.pdf	NEW		pdf_parsed (4p)		vocabulaire	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Cours 6.pdf	extracted/L1---informatique-part-03/L1---informatique/Cours 6.pdf	e1be18a1788ef9f86dcbf1fe3cae0cf63cc739556de77f0f914dab383c466a1a	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Anglais-1-TCE-1/Cours/Cours 6.pdf	NEW		pdf_parsed (4p)		vocabulaire	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Cours 5.pdf	extracted/L1---informatique-part-03/L1---informatique/Cours 5.pdf	3c7bddc9619ef4e73a934cf96d53d6c9554ea8f76cceba61e65b2e3bbd2ca781	S1/Algorithmique-ASD-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Cours/Cours 5.pdf	NEW		pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Cours 4.pdf	extracted/L1---informatique-part-03/L1---informatique/Cours 4.pdf	d11745d01a4c57723365c7886ab2f0e93eb43b4d81f95aa722b41e1fa61dcacb	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Anglais-1-TCE-1/Cours/Cours 4.pdf	NEW		pdf_parsed (6p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	compréhension-écrite	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/cours 3.pdf	extracted/L1---informatique-part-03/L1---informatique/cours 3.pdf	9088836764c07b5291dd7f7719d572849d7b9a7d485e3cdd11f7e7b86bdd8e49	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Cours/cours 3.pdf	NEW		pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	grammaire-temps	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/cours 2.pdf	extracted/L1---informatique-part-03/L1---informatique/cours 2.pdf	2713848ad00e845c1376d0f1c2ed0eb957bcdfc52350d3d2fe0786a2f20cd91f	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Anglais-1-TCE-1/Cours/cours 2.pdf	NEW		pdf_parsed (6p)		grammaire-temps	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/cours 1.pdf	extracted/L1---informatique-part-03/L1---informatique/cours 1.pdf	8f4a3a586228d674f2b19250180223f7c3fd02d04628dea6a5c9f0aab6d8c398	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Cours/cours 1.pdf	NEW		pdf_parsed (5p)		grammaire-temps	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Lesson 3_22586e2cae63cfd86491b8243df2a14f.pdf	extracted/L1---informatique-part-03/L1---informatique/Lesson 3_22586e2cae63cfd86491b8243df2a14f.pdf	c34b7f751b690cf34843a78d73700f0a30eb0c7ec4d62f5d18f9f83a18ed5a32	UNCLASSIFIED	UNCLASSIFIED	COURSE	2025-2026	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Lesson 3_22586e2cae63cfd86491b8243df2a14f.pdf	NEW		pdf_parsed (6p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Lesson 1_69028320bd82f7e376c17db5c211c327 (1).pdf	extracted/L1---informatique-part-03/L1---informatique/Lesson 1_69028320bd82f7e376c17db5c211c327 (1).pdf	937cd443dae75825496af286677772e1824179071d245ef9f2f1a5b2ee384c05	S1/Anglais-1-TCE-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Cours/Lesson 1_69028320bd82f7e376c17db5c211c327 (1).pdf	NEW		pdf_parsed (3p)		grammaire-temps	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Conjunctions lesson 7.pdf	extracted/L1---informatique-part-03/L1---informatique/Conjunctions lesson 7.pdf	b8b5c5061ed949158ce889a6b8a8b69cdfbd1455cbd8413003d99e3548181168	S1/Anglais-1-TCE-1	S1	OTHER	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Autres/Conjunctions lesson 7.pdf	NEW		pdf_parsed (6p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Course Content_f77c5c6d063b3e147563ab78f894b442 (1).pdf	extracted/L1---informatique-part-03/L1---informatique/Course Content_f77c5c6d063b3e147563ab78f894b442 (1).pdf	a589a1f0053f067ea9b1cabc9d53530a792a7568a3a774446d23f78b9ebfc298	S1/Logiciels-libres	S1	CHAPTER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Cours/Course Content_f77c5c6d063b3e147563ab78f894b442 (1).pdf	NEW		pdf_parsed (1p)		philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Open Source C02.pdf	extracted/L1---informatique-part-03/L1---informatique/Open Source C02.pdf	349240a0ca76062ccf8dd8010a7b9388157c079252962feb571f56405d0c40b8	S1/Logiciels-libres	S1	SUMMARY	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Revisions/Open Source C02.pdf	NEW		pdf_parsed (13p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Open Source C01.pdf	extracted/L1---informatique-part-03/L1---informatique/Open Source C01.pdf	232645378f977894aee312afdd768e017c0a742db4fc8224fdbea50275759223	S1/Logiciels-libres	S1	SUMMARY	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Revisions/Open Source C01.pdf	NEW		pdf_parsed (11p)		philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/ملخص_شامل_لتكنولوجيا_المعلومات_والمصدر_المفتوح_Comprehensive_It.pdf	extracted/L1---informatique-part-03/L1---informatique/ملخص_شامل_لتكنولوجيا_المعلومات_والمصدر_المفتوح_Comprehensive_It.pdf	4d69a647b44e094323a63989b78363278d7f2655f61e3b6dff05f80af0d87249	S1/Logiciels-libres	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Autres/ملخص_شامل_لتكنولوجيا_المعلومات_والمصدر_المفتوح_Comprehensive_It.pdf	NEW		pdf_parsed (6p)		philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/command-linux-part1.pdf	extracted/L1---informatique-part-03/L1---informatique/command-linux-part1.pdf	2c7a2db83b77be0261db80854536dc5a7093d1aa0de79517c249c15cfc52a1f0	S1/Logiciels-libres	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Autres/command-linux-part1.pdf	NEW		pdf_parsed (2p)		linux	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/TD-Groupes fiche 5 _ USTHB .pdf	extracted/L1---informatique-part-03/L1---informatique/TD-Groupes fiche 5 _ USTHB .pdf	dbad67c5ebc5827db9060e0b4d22af2a5ea9d3cc052412fb3f58ceb18f4cf9be	S1/Algorithmique-ASD-1	S1	TD	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/TD/TD-Groupes fiche 5 _ USTHB .pdf	NEW		pdf_parsed (2p)		boucles	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/TD- exercice fiche 3 USTHB .pdf	extracted/L1---informatique-part-03/L1---informatique/TD- exercice fiche 3 USTHB .pdf	d4e1d2967f5305c30ba01a52521f0ef500462e49aac744138f19ccf567bd16fd	S1/Algorithmique-ASD-1	S1	TD	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/TD/TD- exercice fiche 3 USTHB .pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Fiche_4 Algebr -Relations _USTHB .pdf	extracted/L1---informatique-part-03/L1---informatique/Fiche_4 Algebr -Relations _USTHB .pdf	d7512593a22cccfe52e57aab0179069ac23c32e5a40102e95995bcace31e5b2a	S1/Algorithmique-ASD-1	S1	EXERCISES	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Series/Fiche_4 Algebr -Relations _USTHB .pdf	NEW		pdf_parsed (2p)		boucles	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/fic00002.pdf	extracted/L1---informatique-part-03/L1---informatique/fic00002.pdf	c9c889fb9a575d3f5e6b9b1b45f21069dc986e306118b2ab74eaa5f6da021ac1	S2/Logique-mathematique	S2	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/Logique-mathematique/Autres/fic00002.pdf	NEW		pdf_parsed (11p)		logique-des-propositions	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/6_Examen Algebre1 avec solution.pdf	extracted/L1---informatique-part-03/L1---informatique/6_Examen Algebre1 avec solution.pdf	86681403fee2387e8d1923ac7bae90f8bbd40c4c81cfb50f2c076b28ce5b4eb8	S1/Algebre-1	S1	EXAM_CORRECTION	2022-2023	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algebre-1/Corriges/6_Examen Algebre1 avec solution.pdf	NEW		pdf_parsed (4p)	contradiction nom/contenu (contenu->S2/Logique-mathematique)	general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/5_Examen Algebre1 avec solution.pdf	extracted/L1---informatique-part-03/L1---informatique/5_Examen Algebre1 avec solution.pdf	ea1c63e5da6d07adc14b8c5c27b2f59d14b83bf2e0ad3ee6a04cc21680601890	S1/Algebre-1	S1	EXAM	2022-2023	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algebre-1/Examens/5_Examen Algebre1 avec solution.pdf	NEW		pdf_parsed (5p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/3_Examen Algebre1 avec solution.pdf	extracted/L1---informatique-part-03/L1---informatique/3_Examen Algebre1 avec solution.pdf	c3f1c78daef9d5bbfc89446bc84cc5673d375fa4d22edce398be6c294bdd4c48	S1/Algebre-1	S1	EXAM_CORRECTION	2021-2022	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algebre-1/Corriges/3_Examen Algebre1 avec solution.pdf	NEW		pdf_parsed (4p)	contradiction nom/contenu (contenu->S1/Algorithmique-1)	general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/exam 1, Algebra 1. ST-ENGI. 24-25.pdf	extracted/L1---informatique-part-03/L1---informatique/exam 1, Algebra 1. ST-ENGI. 24-25.pdf	91878deb3335e0885b346e0e120d01cbba6be887a38a33a1e14a2143ed59d561	UNCLASSIFIED	UNCLASSIFIED	OTHER	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/exam 1, Algebra 1. ST-ENGI. 24-25.pdf	NEW		pdf_parsed (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/exam 1- RESIT. Algebra 1. ST-ENGI. 24-25.pdf	extracted/L1---informatique-part-03/L1---informatique/exam 1- RESIT. Algebra 1. ST-ENGI. 24-25.pdf	2b0a25cb70124d860ee1c46fa005af794612435f2f216b7381697656ea12bf49	S2/Logique-mathematique	S2	OTHER	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S2/Logique-mathematique/Autres/exam 1- RESIT. Algebra 1. ST-ENGI. 24-25.pdf	NEW		pdf_parsed (1p)		logique-des-propositions	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/3. Sheet N3. Complex numbers. Algebra1. 25-26 (1).pdf	extracted/L1---informatique-part-03/L1---informatique/3. Sheet N3. Complex numbers. Algebra1. 25-26 (1).pdf	c935b29d24195fa131b68907813707f8fc33ff1a74134bb47b6857a56c763abd	UNCLASSIFIED	UNCLASSIFIED	OTHER	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/3. Sheet N3. Complex numbers. Algebra1. 25-26 (1).pdf	NEW		pdf_parsed (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Sheet N2. Relations and Functions. Algebra1. 25-26(2).pdf	extracted/L1---informatique-part-03/L1---informatique/Sheet N2. Relations and Functions. Algebra1. 25-26(2).pdf	34993f276b6de3a8da82eed63c04fd37b5c3bd8c828532e374b97719bc4943d0	UNCLASSIFIED	UNCLASSIFIED	OTHER	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Sheet N2. Relations and Functions. Algebra1. 25-26(2).pdf	NEW		pdf_parsed (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Sheet N1. Part1-Logic, Proof and Sets. Algebra1. 25-26(5).pdf	extracted/L1---informatique-part-03/L1---informatique/Sheet N1. Part1-Logic, Proof and Sets. Algebra1. 25-26(5).pdf	0c0959f6ded6978df7b1b46c2b69811f65ab17743077ab0b5095c0185979497e	S2/Logique-mathematique	S2	OTHER	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S2/Logique-mathematique/Autres/Sheet N1. Part1-Logic, Proof and Sets. Algebra1. 25-26(5).pdf	NEW		pdf_parsed (1p)		logique-des-propositions	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Série 01.pdf	extracted/L1---informatique-part-03/L1---informatique/Série 01.pdf	f4f6b375b82f98a139b7a38b0b3e4f9aeaba38a577866a19c7d12ed18d0d2e83	UNCLASSIFIED	UNCLASSIFIED	EXERCISES	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Série 01.pdf	NEW		pdf_parsed (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-03.zip	L1---informatique/Examen d’algèbre 2025 – Solution.pdf	extracted/L1---informatique-part-03/L1---informatique/Examen d’algèbre 2025 – Solution.pdf	0a801482f8461128efba68f7aa0be7c311ebae047920fb9f515ba8bcf5769d7a	S1/Algorithmique-ASD-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/Examens/Examen d’algèbre 2025 – Solution.pdf	NEW		pdf_parsed (3p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical
